title,abstract,science_field,collaborators,journal_name,evaluation,novelty,rigor,grammar,replicability,accessibility,mathematics,computer_and_information_sciences,physical_sciences,chemical_sciences,earth_and_related_environmental_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
CONSCIENCE OF THE WORD - THE STORY OF CZECH P.E.N.,"This book maps the history of Czechoslovak PEN Club from its creation till the present days. The author captured all the important moments of Club life in five chapters not only from strictly historical view, but also from cultural, political and literary perspective. The most interesting part of the book is probably the one about the interwar period in which cultural life was just thriving. On the contrary the activities of Czech PEN during the communist era in the fifties and later in the seventies and eighties were halted under the severe leadership of the party. Only during the sixties there was a short period of liberalization which swiftly ended after the Warsaw Pact invasion of Czechoslovakia in 1968 and the upcoming process of normalization. The Club had to rest for twenty years until finally there came a complete renaissance of Czech PEN after the Velvet Revolution",,"Křivánek, Vladimír",,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corrosion Test of Cu Alloys in M15,"The main matter of the contract research is the corrosion resistance testing of brass materials used for the manufacturing of thrust and friction bearings that are part of the turbochargers. The turbochargers are conjoined with the engine oil management. In cars that burn biofuels, the lifetime period of brass materials may be greatly affected by unburned fuel leaking to oil management through leaks in piston rings, pistons and cylinder walls. Under the terms of the contract research, testing of brass materials is carried out by immersion test in a model environment of artificially oxidized oil 0W30 containing 15 % (v/v) of M15 fuel, low percentage of water and trace amount of contaminants such as chlorides, sulphates and acetic acid. TAN value of corrosive environment is also a monitored parameter during the testing and the evaluation of brass material resistance.",,"Matějovský, Lukáš",,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-Section of Asset Returns - Emerging Markets and Market Integration,"Main topics of the document: asset pricing, CAPM, downside risk models",50206.0,"Ajrapetova, Tamara",European Financial and Accounting Journal,5,medium,high,0,0,medium,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Substrate effects of noble metal nanostructures prepared by sputtering,"Cathode sputtering is a well-established technique for preparation of metal nanostructures. However, the substrate properties are very important in this process. On glass substrates, there is a difficulty with adhesion of the metal layers, but there are opportunities for nanostructure preparation by solid state dewetting. Thin metal films on polymer substrates are strongly influenced by the surface properties of the polymers, which originate in the method of their preparation. A recent focus is direct sputtering of metal nanoparticles (NPs) into liquid substrates and their characterization and applications. Polyethylene glycol (PEG) is one of the most commonly used liquid, which provides “stealth” character to nanostructures. Recent results in this area are reviewed in this chapter. PEGylated NPs could find application in drug delivery systems, therapy, imaging, biosensing and tissue regeneration.",20501.0,"Řezníčková, Alena:Kvítek, Ondřej:Fajstavr, Dominik:Slavíková, Nikola:Švorčík, Václav","Noble and Precious Metals - Properties, Nanoscale Effects and Applications",5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viscosity measurements of gypsum suspension,The article presents results of rheological experiments with gypsum suspensions of different concentration of solids. Nonstandard method of measurement using agitator in a vessel was used for the measurements. It has been proven that the method can be used for determining rheological properties of suspensions with an advance as it prevents the solids to settle down during the measurements. A power characteristic of an anchor agitator presented in previous works has been verified using new experimental data extending the old characteristic to wider range of Reynolds numbers.,0.0,"Moravec, Jiří:Rieger, František:Jirout, Tomáš",Inzynieria i Aparatura Chemiczna,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Union as a Specific Actor of New Paradigm for Conflict Prevention,"Main topics of the document: conflict, prevention, EU security and foreign policy, EU normative power",0.0,"Dubský, Zbyněk:Sršeň, Radim:Šlajs, J.",Politické vedy,5,medium,high,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Modular platform for traffic management in Smart City ecosystem,The developed software provides a tool for optimization of parameters of traffic signals with respect to a unique traffic network topography and to density and routing of multiple traffic flows. The application containing the genetic-algorithm solver as well as graphic user interface is created within the JAVA programing language environment. The GUI enables possibilities of topography and traffic flow user-input along with observing of simulation process. The software was developed with aim to utilize the low-power embedded devices such as Rapsberry Pi and Intel Edison.,,"Mašek, Pavel:Mašek, Jan:Frantík, Petr:Fujdiak, Radek:Hošek, Jiří:Mlýnek, Petr:Mišurec, Jiří",,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utilization of SUSEN technologies for the Gen.IV development,"The conference aimed to exchange experience form the Gen IV related reseaerch in several countries and organizations and to inspire discusion about the most suitable utilization of the Gen IV related infrastructure, which has been or will be soon commisioned in CVŘ. The discussion turned to be reflective and inspiring.",,"Romanello, Vincenzo",,5,low,low,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labour Law and Social Security Law in the Czech Republic as Twin Branches of Law,"This paper deals with labour law and social security law in the Czech Republic as twin branches of law. Labour law deals with not only rights and duties of parties involved in the execution of dependent work, but also with related legal relationships. If work performed by a natural person for another natural or legal person bears signs of dependent work, it must be performed within a labour law relationship. A key principle of labour law is the principle that ""everything which is not forbidden is allowed."" Labour law is traditionally divided into two parts, individual and collective labour law. Social security law is closely related to labour law, sometimes they constitute one unit (social law). Social law provides security related to health and social obstacles that prevent work execution. Social law is a joint term for both legal branches and is also the subject of education at certain German and Austrian universities. The opinion of the author of this paper is that it is a separate legal branch with both private and public elements.",0.0,"Tröster, Petr",Ünnepi kötet Dr. Czúcz Ottó egyetemi tanár 70. születésnapjára,5,low,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck guard for a lathe,"Product, specifically the cover of chuck, is a part covers of lathe .",,"Keckstein, Tomáš:Hynek, Martin:Grach, Miroslav:Müller, Eduard:Jirásko, Jakub",,5,low,low,1,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,"Generally, the European elections are ‘second-order elections. Czech citizens view the European Parliament as very remote and have no idea of how things operate in Strasbourg and Brussels. Citizens are also critical of the very high salaries and benefits that MEPs are paid. The fact that the political parties themselves and even the media had little interest in the elections is another reason for the low voter turnout. With just a few exceptions, the political parties drew little on European issues and also put less remarkable party figures on their ballot. The more or less prevailing opinion in the media is that news coverage of EU affairs is less interesting, so they devote less attention to these issues.",0.0,"Klíma, Michal",Routledge Handbook of European Elections.,5,low,low,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unraveling Innovation Networks in Conservation Agriculture Using Social Network Analysis,"During the last decades, agriculture has focused on developing more sustainable forms of land use while promoting food productivity. To face these challenges, conservation agriculture (CA), which is based on minimal soil disturbance, mulching of crop residues, and crop rotation, has been promoted as an ecosystem approach to sustainable agriculture. Using social network analysis (SNA) methods, we analyzed the adoption patterns of CA practices among 222 maize smallholder farmers in the Mexican state of Chiapas. Our findings suggest that, in the process of adopting CA practices, farmers make interrelated decisions based on network and individual attributes, rather than accepting top-down transfers, as usually promoted by institutions. The role of extension agents and other farmers is crucial for innovation dissemination, given that farmers learn different practices from different sources. This points to the need to strengthen participatory methods and promote sustainability in agriculture, rather than a",40101.0,"Aguirre-López, Juan Manuel:Díaz-José, Julio:Chaloupková, Petra:Guevara-Hernández, Francisco",Challenges in Social Network Research,5,medium,medium,0,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Stress-strain assessment of dents in wall of high pressure gas pipeline,"The aim of this work was experimental study of the dents effect on structural integrity of a high-pressure gas pipeline with nominal diameter 300 mm after long-terme operation. Stress-strain behaviour of two dents was evaluated by strain gauge chains oriented in hoop direction. Dent profiles were measured by digital slide caliper in circumferential and longitudinal direction in points distant 10 mm from each other. Residual deformations were detected after internal pressure loading by water to the operating level. Negative and positive values of residual deformation were found wuth the help of strain gauges. Fatigue resistance was tested by 10 000 pressures cycles with load asymmetry R = 0 and maximum internal pressure p(max) = 6,3 MPa (nominal operating level). Internal pressure cyclic loading caused an increase of residual deformation values. By means of subsequent pressure burst test, the limit state of this type defect was found. Two dwells were realized in 66% and 100% yield stress. Negative values of strain were observed at strain gauges placed on edge of dents. Positive values of strain were found at strain gauges placed inside the dents. The increase of internal pressure led to the changes of dent shape. Dent depth decreased and the original circular tube profile was reached again. The pipe fracture occurred at the internal pressure of 19 MPa. Tensile properties and Charpy absorbed energy were measured on standartized specimens of the pipe material. (C) 2017 The Authors. Published by Elsevier B.V.",20501.0,"Černý, Ivo:Kec, Jan",Procedia Structural Integrity,5,low,high,1,0,medium,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Method of Optimizing the Concrete Reinforcement Arrangement and Orientation in Concrete,"According to the new method of optimizing the concrete reinforcement arrangement and orientation in concrete, the load imposed on the building element to be manufactured with defined dimensions is calculated using common methods and based on this known load, the distribution of tensile stress in this building element is determined. The tensile stress distribution in the given building element is determined by creating a computer geometric model of this building element. The volume of the geometric model of the building element is then split by a spatial mesh system into small discrete volumes from the group of shapes cube, cuboid, pyramid. The shape of a discrete volume is selected based on the shape of the building element and the size is selected based on the requested fineness of the resulting spatial reinforcement mesh. Then, the magnitudes of tensile stresses and spatial vectors of their directions at individual discrete nodes of the mesh are determined. Based on data obtained as described above, are designed both the directions of reinforcements in individual discrete nodes given by the resulting direction of the tensile stress, and also the diameters of individual reinforcement bars corresponding to the magnitudes of these tensile stresses. The resulting spatial reinforcement mesh is modeled by means of a CAD software and printed out using the Direct Metal Laser Sintering 3D metal printing method. The produced spatial reinforcement mesh is inserted into the formwork, concrete is poured in, and when it hardens, the final building element is demoulded. The magnitudes of tensile stresses and their directions at the individual discrete nodes of the mesh are determined for example by the finite element method, the boundary element method, or the finite difference method. ### The patent is exploited by its owner.",,"Kolísko, Jiří:Tej, Petr",,5,medium,high,1,0,medium,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A high speed positioning assembly,"The present technical solution relates to a positioning assembly holding a plurality of biological sample to be irradiated by an optical beam with different parameters, more particularly, to such assembly which is capable of translation movement of the biological sample at a rate approaching or equal to frequency of a pulsed laser.nn",,"Kloz, Miroslav:Picchiotti, Alessandra",,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trend, Development, Role and Importance of Corporate Taxes in the EU","Monograph ""Trend, Development, Role and Importance of Corporate Taxes in the EU"" deals with corporate tax which is relatively young tax levy (it was first introduced in its current form in 1898 in Germany) to which there is strong controversy and which is also used as an instrument of economic policy. The publication is divided into four chapters and follows the theoretical-application line. The first chapter classifies corporate tax to the tax system, defines its place in the market economy and classifies corporate tax into different tax classifications with regard to various criteria. The second chapter presents corporate tax in detail as a direct income tax and refers to its mechanism, principles and characteristics. Since a corporation is not an individual, it is clear that the tax burden will always be shifted either to the owners of the companies, its employees or it will be reflected in the product prices. The main and the largest part of the book - the third chapter - describes the development of corporate taxes in the countries of the current European Union. The chapter illustrates the complex development of coordination and harmonization of corporate taxes from initial consideration about the ease of this process to the realization that the Member States have no interest in harmonization. The text of this chapter is illustrated by extracts of the fundamental directives of corporate taxation, significant judgments of the Court of Justice of the EU and suggestions of the future direction of coordination of corporate taxes (deepening of providing information, CCCTB project). The text of the chapter contains a comprehensive description of the corporate tax system in each EU country in the order in which countries acceded to the EEC, resp. EC, resp. EU. The fourth chapter includes two case studies that present an original research of the authors in this field.",,"Široký, Jan:Střílková, Regína:Krajňák, Michal",,5,medium,high,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Murder To Miscegenation: Mark Twain's Nevada Newspaper Hoaxes,"Mark Twain’s 21 months as a reporter for the Virginia City, Nevada Territorial-Enterprise (1862-64) were marked by a series of hoaxes that tested even Nevada frontier journalism’s loose standards for accuracy. Close study of these hoaxes in their progression reveals Twain at work on multiple narrative frames, twinned voices, and meta-plots — the stuff of his later fiction.",50801.0,"Giarelli, Andrew",American and British Studies Annual,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management approach to motivation of white-collar employees in forest enterprises,"Employee motivation is a prerequisite for the effective development of the potential of human resources. Therefore, motivation processes are important. The aim of the paper was to define the motivational priorities of white-collar employees in forest enterprises. Following the research results, cluster analysis statistical methods were used to define employee groups with similar motivations. The research was carried out in 11 forest enterprises with 195 total respondents. The results indicated that it is possible to create a unified motivation program with selected motivation factors for white-collar employees in forest enterprises. Defined groups had similar levels of motivation in individual motivation factors. Three significant motivation factors were determined: basic salary, working environment, and fair appraisal system. These motivation factors can be systematically implemented as a tool to improve the level of motivation of individual groups. It is important to consider that conditions and work environments change over time, so an effective motivation program must be updated regularly in order to produce sustained benefits.",50204.0,"Hitka, Milos:Lorincová, Silvia:Gejdoš, Milos:Klarić, Kristina:Weberová, Dagmar",BioResources,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finite element analysis of 6 large PMMA skull reconstructions: A multi-criteria evaluation approach,"In this study 6 pre-operative designs for PMMA based reconstructions of cranial defects were evaluated for their mechanical robustness using finite element modeling. Clinical experience and engineering principles were employed to create multiple plan options, which were subsequently computationally analyzed for mechanically relevant parameters under 50N loads: stress, strain and deformation in various components of the assembly. The factors assessed were: defect size, location and shape. The major variable in the cranioplasty assembly design was the arrangement of the fixation plates. An additional study variable introduced was the location of the 50N load within the implant area. It was found that in smaller defects, it was simpler to design a symmetric distribution of plates and under limited variability in load location it was possible to design an optimal for expected loads. However, for very large defects with complex shapes, the variability in the load locations introduces complications to the intuitive design of the optimal assembly. The study shows that it can be beneficial to incorporate multi design computational analyses to decide upon the most optimal plan for a clinical case.",10700.0,"Borák, Libor:Marcián, Petr:Wolff, Jan:Narra, Nathaniel:Forouzanfar, Tim:Ridwan-Pramana, Angela",PLOS ONE,5,medium,high,0,0,medium,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar radiation as the likely cause of acid-soluble rare-earth elements in sediments of fresh water humic lakes,"We studied photochemically induced precipitation of rare-earth elements (REEs) in water from a tributary to Plegne Lake and a tributary to Jiricka Pond, Czech Republic. Both tributaries had high concentrations of dissolved organic matter (similar to 1.8 mmol C L-1). Filtered (0.2 mu m) samples were exposed to artificial solar radiation of 350 W m(-2) for 48 to 96 h, corresponding to 3 to 6 days of natural solar radiation in summer at the sampling locations. Experiments were performed with altered and unaltered pH ranging from 3.8 to 6.0. The formation of particulate REEs occurred in all exposed samples with the fastest formation observed at the original pH. The formation of particulate metals continued in irradiated samples after the end of irradiation, suggesting that photochemically induced reactions and/or continuing precipitation continue in darkness or in deeper water due to mixing. Results were compared with paleolimnological records in the Plesne Lake sediment. At pH 5.0, the photochemically induced sediment flux was 3509 nmol m(-2) y(-1) for Ce, corresponding to 42% of the REEs' annual sediment flux in recent sediment layers. Combining the formation rates obtained in the laboratory irradiation experiments and known 1 day incident solar radiation enabled the estimation of a possible REE sediment flux. For Plesne Lake, the photochemically induced formation of particulate REEs explained 10-44% of the REE concentrations in the upper sediment layers. Observed photochemically induced sequestration of REEs into sediments can explain a significant part of the REEs' history in the Holocene sediment.",10511.0,"Porcal, Petr:Amirbahman, A.:Kopáček, Jiří:Norton, S. A.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,5,medium,high,0,1,medium,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanical properties and high-cycle fatigue strength of 3d printed inconel 718 alloy and effects of high- temperature exposure to corrosive atmosphere,"3D printing is an advanced technology of manufacturing engineering components of complicated parts with a large market potential. This technology is particularly promising due to its potential possibilities of rapid manufacturing of components to their final shape and dimensions, which would significantly reduce production costs particularly due to reduction of production time and labour demands. This paper deals with results of an experimental programme aimed at investigation of selected properties of an Inconel 718 alloy manufactured using direct metal laser sintering (DMLS) method. The material is to be potentially used for manufacture of turbine blades for energy applications. Therefore, there are very high requests for mechanical properties and fatigue resistance at different conditions, which have to be investigated and demonstrated. It was shown that mechanical properties were quite strongly oriented considering the printing direction. In general, static mechanical properties were better than those of the material manufactured by conventional methods. Hardness and course of hardness did not significantly depend, as expected, on printing direction. In addition, hardness was higher in the material exposed to high temperature corrosive atmosphere. Reasons are discussed. Concerning high-cycle fatigue resistance, this characteristics was dependent on the printing direction. Fatigue strength of printed samples was higher than that of conventionally manufactured material in some cases. Damage mechanisms were investigated and they are discussed.",20501.0,"Černý, Ivo:Kec, Jan:Poloch, Adam",AIP Conference Proceedings,5,medium,medium,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microstructure Evaluation of Heterogeneous Electron Beam Weld between Stabilised Austenitic and ODS Ferritic Steel,"The weldability of advanced heat resistant ODS metallic materials in combination with conventional materials is a prior requirement for their wider use in energy production. The microstructure of ODS steels is composed of alpha iron based matrix with dispersed oxide particles. Due to heating during conventional welding, the microstructure and properties of the resulting weld joints are affected and the joints often become the weakest point of the structure. The electron beam welding with its reduced heat affected zone size may be an answer in this. The presented article is focused on thorough metallographic evaluation of the structure of heterogeneous electron beam welds which combine stabilized austenitic stainless steel with the MA956 ferritic ODS steel. EB welded joints were evaluated by light and analytical electron microscopy including EDS and phase EBSD analyses in the as-welded state and after post-weld heat treatment. Mechanical properties of the weld were evaluated from the results of micro hardness profiles. Achieving an appropriate structure of such welds and correct welding parameters are crucial aspects for future successful application of similar joints in energy industry",20502.0,"Jan, Vít:Čupera, Jan:Šohaj, Pavel:Havlík, Petr",Materials Science Forum,5,medium,high,0,1,medium,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The European Standards and Guidelines for Quality Assurance in the European Higher Education Area in Portugal and the Czech Republic: Between the Worlds of Neglect and Dead Letters?,"The paper enquires into the institutional impact of European policies, as embodied by the Standards and Guidelines for Quality Assurance in the European Higher Education Area (ESG). Theoretically, the work departs from the ‘worlds of compliance’ framework in relation to EU law implementation to study EU initiatives under the Open Method of Coordination. Empirically, it presents how ESG are taken up by higher education institutions in Portugal and the Czech Republic. The study finds a substantial misfit between the modes of governance traditionally ascribed to Portugal and the Czech Republic and the identified patterns of ESG translations in those countries.",50301.0,"Kohoutek, Jan:Veiga, Amélia:Rosa, Mária J.:Sarrico, Cláudia S.",Higher Education Policy,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradoxes of financial schemes for resilient flood recovery of households,"Flood resilience (resilient flood risk management), which has been repeatedly demanded, can be achieved through the phases of the risk management cycle. There is a vast body of literature on adaptation, disaster risk reduction measures, and effectiveness of prevention, seen through the lens of postdisaster recovery, but oftentimes the existing literature seems to underestimate the impact of financial flood recovery schemes on resilient recovery of individual households in particular. This contribution focuses on how financial schemes for flood damage compensations-their sources, design, and timing-shape the resilience of recovery of individual households. It discusses the dilemma of recovery of whether recovery schemes should be used strategically to increase resilience, or rather serve early restoration needs, equality access issues, and so on. This contribution seeks to unify the current fragmented academic debate on household resilient recovery by focusing on the ambiguous role of financial recovery schemes.",10503.0,"Slavíková, Lenka:Hartmann, Thomas:Thaler, Thomas",Wiley interdisciplinary reviews WIREs. Water,5,medium,medium,1,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithium Batteries Summer School: Book of Manuals for Laboratory Experiments,"This publication is composed of the handouts for the laboratory tasks that were a part of the workshop ""Lithium Batteries Summer School."" This one day event was prepared by the Department of Electrical and Electronic Technology in cooperation with the company Metrohm AG in 2016.  The main idea of the course was to offer a more practically oriented workshop which would deal with the most often used methods and techniques for investigation and characterization of functional materials oriented on the field of lithium-ion batteries.",,"Chladil, Ladislav:Kazda, Tomáš:Vanýsek, Petr:Čech, Ondřej:Libich, Jiří",,5,low,low,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social disadvantage from the perspective of a teacher in preschool education,"The problematic of social disadvantaged children and compulsory pre-primary school year are actual theme not just for teachers in kindergartens. The aims of compulsory pre-primary school year are equalizing the developmental differences in children development, eliminate handicaps which they bring from families and easier the beginning of primary schooling. The main aim of the research in this chapter, is to highlight the issue of social disadvantaged children and their status in the kindergarten",50302.0,"Stárek, Lukáš",Perspectives of Science and Education,5,low,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achieving a great reputation for corporate social responsibility: Study from the Czech hospitality industry,"Corporate Social Responsibility (CSR) can be understood as an investment that will bring stability and prosperity to a company in the long-term. We investigate the notion that social initiatives will help companies to expand business through an excellent reputation in CSR and, thus, gain the conditions for profitable and sustainable growth. We employed questionnaire survey data and used statistical analysis of the results to identify possible links between social activities and other hotel characteristics, namely, set code of ethics, hotel independence, hotel class, hotel size and managerial position of the respondent. According to the results, respondents considered socially responsible business practices as the most important. The Cause Promotion initiative was considered as less important than corporate philanthropy and volunteer work by hotel employees. The lowest importance was attributed to Cause-Related Marketing. A set ethical code has an impact on assessing the significance of all social initiatives. We have determined that managers of independent hotels pay less attention to social activities than managers of hotel chains. The hotel class did not affect responses in the categories of Cause Promotion and Social Marketing. Furthermore, hotel size did not affect assessed the significance of socially responsible business practices.",50204.0,"Čech, Petr:Jindřichovská, Irena:Neubauer, Jiří","Scientific Papers of the University of Pardubice, Series D",5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavel Haas : Janacek's Most Gifted Pupil?,"In the course of the 1920s and 30s Pavel Haas (1899-1944) earned a reputation for himself in broader cultural consciousness as an original composer and Janáček's ""most talented student"". Yet Janáček’s influence would only fully manifest itself at the moment when, striving to find his own creative methods, he distanced himself from his teacher. Haas was a composer who to an extent greater than that of Janáček’s other pupils responded to the stimuli arriving in Czech music from outside, primarily those of the French modernists. By his embracing the tendencies that would in the future affect the development of modern music, he resembles a few other Czech composers of note (Martinů, for instance). Yet these partial syntheses notwithstanding, Haas did not craft a truly singular style of his own. Another essential trait of Haas is that he made only a rather marginal contribution to the future evolution of Czech music. This may have been down to several reasons, some of them being purely practical.",0.0,"Spurný, Lubomír:Pivoda, Ondřej",Czech Music Quarterly,5,low,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
